,,0
productive_activity_frequency,productive_activity_frequency,1.0
productive_activity_frequency,productive_activity_duration,0.6616918053498989
productive_activity_frequency,activity_high_minutes,0.11891341096802785
productive_activity_frequency,activity_inactivity_alerts,-0.1066120465443929
productive_activity_frequency,activity_met_min_high,0.13119919604949026
productive_activity_frequency,activity_met_min_inactive,0.10495197182260319
productive_activity_frequency,activity_rest_minutes,0.1171553467361286
productive_activity_frequency,activity_score_move_every_hour,0.12491874518458282
productive_activity_frequency,sleep_awake_seconds,0.2388879704730262
productive_activity_frequency,sleep_bedtime_start_delta,0.25707433279987796
productive_activity_frequency,sleep_breath_average,0.12797063473227088
productive_activity_frequency,sleep_duration,0.1614447806852872
productive_activity_frequency,sleep_efficiency,-0.15933008170597873
productive_activity_frequency,sleep_hr_average,-0.11960962178614981
productive_activity_frequency,sleep_midpoint_at_delta,0.3144506251433702
productive_activity_frequency,sleep_midpoint_time,0.14375939642669874
productive_activity_frequency,sleep_score_efficiency,-0.1601645837818189
productive_activity_frequency,sleep_score_rem,0.10992719538296652
productive_activity_frequency,sleep_score_total,0.16436827546392924
productive_activity_frequency,readiness_score,0.10338111590858165
productive_activity_frequency,readiness_score_recovery_index,0.1336190759033413
productive_activity_frequency,liveness,0.11416003819665291
productive_activity_duration,productive_activity_frequency,0.6616918053498989
productive_activity_duration,productive_activity_duration,1.0
productive_activity_duration,activity_high_minutes,0.2272180592069172
productive_activity_duration,activity_medium_minutes,0.1266831737198714
productive_activity_duration,activity_met_min_high,0.24318856402836345
productive_activity_duration,activity_met_min_inactive,0.1266518650763771
productive_activity_duration,activity_met_min_medium,0.11682553752796584
productive_activity_duration,activity_target_calories,0.12900669728263167
productive_activity_duration,activity_target_km,0.11815954413797695
productive_activity_duration,activity_target_miles,0.11815954413797683
productive_activity_duration,sleep_awake_seconds,0.10955635027533384
productive_activity_duration,sleep_bedtime_end_delta,-0.18657486373984378
productive_activity_duration,sleep_bedtime_start_delta,0.2672222599885686
productive_activity_duration,sleep_deep_seconds,0.11583696193125635
productive_activity_duration,sleep_efficiency,-0.11283397105478615
productive_activity_duration,sleep_hr_average,-0.11583210672286329
productive_activity_duration,sleep_midpoint_at_delta,0.292065709823928
productive_activity_duration,sleep_score_efficiency,-0.12092867140899881
productive_activity_duration,sleep_score_latency,0.13382373251323096
productive_activity_duration,sleep_score_total,0.14280979800399077
productive_activity_duration,readiness_score,0.1683345164762066
productive_activity_duration,readiness_score_hrv_balance,0.140883672351886
productive_activity_duration,mode,0.12104458228410377
productive_activity_duration,liveness,0.12503601857257968
activity_average_met,activity_average_met,1.0
activity_average_met,activity_cal_active,0.9779331850413789
activity_average_met,activity_cal_total_kcal,0.9948242412377418
activity_average_met,activity_daily_movement,0.970437958862435
activity_average_met,activity_high_minutes,0.5660874092417312
activity_average_met,activity_inactivity_alerts,-0.23630234632003988
activity_average_met,activity_low_minutes,0.8843428416952082
activity_average_met,activity_medium_minutes,0.9014678264865607
activity_average_met,activity_met_min_high,0.5589562005725459
activity_average_met,activity_met_min_inactive,0.35217135667161237
activity_average_met,activity_met_min_low,0.8989131064988451
activity_average_met,activity_met_min_medium,0.8988530972359763
activity_average_met,activity_non_wear_minutes,-0.3320534388035418
activity_average_met,activity_rest_minutes,-0.31653131799669393
activity_average_met,activity_score,0.28037728172464677
activity_average_met,activity_score_meet_daily_targets,0.15200453797473598
activity_average_met,activity_score_move_every_hour,0.2266977819423487
activity_average_met,activity_score_stay_active,0.2073784606453916
activity_average_met,activity_score_training_frequency,0.2587453977519534
activity_average_met,activity_score_training_volume,0.32677242775830156
activity_average_met,activity_steps,0.9645249755491818
activity_average_met,activity_timezone,0.11314521930382311
activity_average_met,activity_to_target_km,-0.8964697607816575
activity_average_met,activity_to_target_miles,-0.8964697607816581
activity_average_met,activity_total,0.9401329384713214
activity_average_met,sleep_hr_average,0.16508922236565313
activity_average_met,sleep_hr_lowest,0.12300949691730775
activity_average_met,sleep_rem_seconds,-0.1559868307407498
activity_average_met,sleep_score_rem,-0.15804246871352998
activity_average_met,sleep_timezone,0.10971705039476604
activity_average_met,readiness_score,-0.10796822459783655
activity_average_met,readiness_score_recovery_index,-0.19906586756776887
activity_average_met,readiness_score_resting_hr,-0.14305736004628966
activity_average_met,key,0.11309812933709588
activity_average_met,liveness,0.11853192254413394
activity_cal_active,activity_average_met,0.9779331850413789
activity_cal_active,activity_cal_active,1.0
activity_cal_active,activity_cal_total_kcal,0.9895692153740164
activity_cal_active,activity_daily_movement,0.997622322258768
activity_cal_active,activity_high_minutes,0.5905788460626736
activity_cal_active,activity_inactive_minutes,-0.1920575698963012
activity_cal_active,activity_inactivity_alerts,-0.2948306116066038
activity_cal_active,activity_low_minutes,0.8688009609393813
activity_cal_active,activity_medium_minutes,0.9349602816890938
activity_cal_active,activity_met_min_high,0.5835825953102746
activity_cal_active,activity_met_min_inactive,0.2573751177790296
activity_cal_active,activity_met_min_low,0.9090716970386803
activity_cal_active,activity_met_min_medium,0.9294118651776112
activity_cal_active,activity_non_wear_minutes,-0.358374157993423
activity_cal_active,activity_rest_minutes,-0.14732415644047447
activity_cal_active,activity_score,0.3423909107242478
activity_cal_active,activity_score_meet_daily_targets,0.18556669406996887
activity_cal_active,activity_score_move_every_hour,0.2830397973220503
activity_cal_active,activity_score_recovery_time,-0.10226843906543179
activity_cal_active,activity_score_stay_active,0.3255322056639818
activity_cal_active,activity_score_training_frequency,0.2819071615203941
activity_cal_active,activity_score_training_volume,0.3499841960715634
activity_cal_active,activity_steps,0.9872822306719343
activity_cal_active,activity_timezone,0.1395281288125758
activity_cal_active,activity_to_target_km,-0.9266411753734413
activity_cal_active,activity_to_target_miles,-0.9266411753734426
activity_cal_active,activity_total,0.9343145815200806
activity_cal_active,sleep_bedtime_start_delta,0.12728086455531643
activity_cal_active,sleep_hr_average,0.17062856548850616
activity_cal_active,sleep_hr_lowest,0.13040735676931964
activity_cal_active,sleep_midpoint_at_delta,0.12429734751530915
activity_cal_active,sleep_rem_seconds,-0.15564185144865614
activity_cal_active,sleep_score,-0.11500618106077852
activity_cal_active,sleep_score_alignment,-0.12418533138772943
activity_cal_active,sleep_score_rem,-0.15448520776494545
activity_cal_active,sleep_timezone,0.1397620652724517
activity_cal_active,readiness_score,-0.11764184787581185
activity_cal_active,readiness_score_recovery_index,-0.19991006438344922
activity_cal_active,readiness_score_resting_hr,-0.1485173871548555
activity_cal_active,key,0.10093498057641914
activity_cal_active,liveness,0.13146352650188012
activity_cal_total_kcal,activity_average_met,0.9948242412377418
activity_cal_total_kcal,activity_cal_active,0.9895692153740164
activity_cal_total_kcal,activity_cal_total_kcal,1.0
activity_cal_total_kcal,activity_daily_movement,0.9830307712933156
activity_cal_total_kcal,activity_high_minutes,0.5688401959796587
activity_cal_total_kcal,activity_inactive_minutes,-0.10002361312048624
activity_cal_total_kcal,activity_inactivity_alerts,-0.25168764094578117
activity_cal_total_kcal,activity_low_minutes,0.8949680356758185
activity_cal_total_kcal,activity_medium_minutes,0.9105533947754256
activity_cal_total_kcal,activity_met_min_high,0.5617692987260845
activity_cal_total_kcal,activity_met_min_inactive,0.3529305751898801
activity_cal_total_kcal,activity_met_min_low,0.9132218446288993
activity_cal_total_kcal,activity_met_min_medium,0.9068822868698699
activity_cal_total_kcal,activity_non_wear_minutes,-0.38575209657099896
activity_cal_total_kcal,activity_rest_minutes,-0.2366301283946629
activity_cal_total_kcal,activity_score,0.2959552681066656
activity_cal_total_kcal,activity_score_meet_daily_targets,0.16292478749527994
activity_cal_total_kcal,activity_score_move_every_hour,0.24173231169799256
activity_cal_total_kcal,activity_score_stay_active,0.23438644690913824
activity_cal_total_kcal,activity_score_training_frequency,0.2654297911245841
activity_cal_total_kcal,activity_score_training_volume,0.33480947701177793
activity_cal_total_kcal,activity_steps,0.9777497421988801
activity_cal_total_kcal,activity_timezone,0.12346940714990694
activity_cal_total_kcal,activity_to_target_km,-0.9104377987568915
activity_cal_total_kcal,activity_to_target_miles,-0.9104377987568913
activity_cal_total_kcal,activity_total,0.9509799809689441
activity_cal_total_kcal,sleep_bedtime_start_delta,0.10131977909782323
activity_cal_total_kcal,sleep_hr_average,0.1670007974267482
activity_cal_total_kcal,sleep_hr_lowest,0.12383436127646284
